ID,ObsType,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
51072,GAN,36.1185,-97.0694,268.79,2010-03-21,22:24,2010-03-21,17:24,4,18.06,,clear,Orion,"clear 54 degrees waning gibbous moon= 76% of moon was illuminated, 2 mile per hour wind","(Stillwater, OK) Apartment near the Strip: Behind Willie's Bar",United States - Oklahoma
51071,GAN,36.1143,-97.0572,272.52,2010-03-21,22:24,2010-03-21,17:24,3,,,1/4 of sky,Orion,A few clouds around,"Stillwater City Hall - 723 South Lewis Street Stillwater, OK 74074",United States - Oklahoma
51069,GAN,36.1186,-97.0731,275.78,2010-03-16,21:00,2010-03-16,16:00,6,,,clear,Orion,"Clear, no moon, hazy and unclear in distance.","Phi Kappa Tau- 1203 W. 3rd Avenue, Stillwater, OK 74074 -Porch light, street light, lawn light",United States - Oklahoma
51068,GAN,36.1158,-97.126,273.12,2010-03-16,02:37,2010-03-15,21:37,1,,,clear,Orion,"Clear, no moon","Stillwater, OK -- 6th Street Wal-Mart parking lot -- very few cars present, HID lamps in lot fixtures",United States - Oklahoma
51067,GAN,36.132,-95.9659,223.36,2010-03-15,21:30,2010-03-15,16:30,2,,,clear,Orion,"Clear, no moon","1822 Utica Sq., Tulsa, Ok 74114 - Street lights, other businesses, security lights",United States - Oklahoma
51066,GAN,36.2878,-95.8439,213.03,2010-03-15,21:28,2010-03-15,16:28,1,,,clear,Orion,"Clear, no moon","Owasso, OK, Hobby Lobby: light from store windows and parking lot lights",United States - Oklahoma
51065,GAN,36.1196,-97.0784,275.42,2010-03-15,12:00,2010-03-15,07:00,3,,,over 1/2 of sky,Orion,"very little clouds in sky, could see the moon","In front of Patchin/Jones in Stillwater, OK",United States - Oklahoma
51064,GAN,23.1217,-82.3605,9.44,2010-03-15,21:56,2010-03-15,17:56,5,,,1/4 of sky,Orion,,"Atares Hill, Old Havana, Havana",Cuba
51063,GAN,23.0447,-82.3208,79.81,2010-03-15,21:05,2010-03-15,17:05,5,,,1/4 of sky,Orion,some fog,"Parcelacin Moderna, Arroyo Naranjo, Havana (School Desembarco del Gramma)",Cuba
51062,GAN,23.0452,-82.3246,81.24,2010-03-15,20:35,2010-03-15,16:35,5,,,clear,Orion,,"Parcelacin Moderna, Arroyo Naranjo, Havana (School Desembarco del Gramma)",Cuba
51061,GAN,23.0448,-82.3254,80.5,2010-03-15,20:30,2010-03-15,16:30,5,,,clear,Orion,,"Parcelacin Moderna, Arroyo Naranjo, Havana (School Desembarco del Gramma)",Cuba
51060,GAN,23.125,-82.3698,7.56,2010-03-15,22:00,2010-03-15,18:00,5,,,1/4 of sky,Orion,,"Darkest place at Pontn, Havana (Sport Field)",Cuba
51059,GAN,23.0445,-82.3213,80.05,2010-03-14,21:00,2010-03-14,17:00,3,,,clear,Orion,,"Parcelacin Moderna, Arroyo Naranjo, Havana (School Desembarco del Gramma)",Cuba
51058,GAN,36.19,-95.9947,212.85,2010-03-13,22:52,2010-03-13,16:52,5,,,clear,Orion,"Clear, no moon","Residence -- 2512 N Boston Pl, Tulsa, OK 74106 -- No porch lights, one distant street light",United States - Oklahoma
51057,GAN,36.1194,-97.0718,274.57,2010-03-13,22:50,2010-03-13,16:50,3,,,over 1/2 of sky,Orion,Mostly clear,"Phi Delta Theta fraternity- 224 S. Monroe St. Stillwater, OK 74074",United States - Oklahoma
51056,GAN,23.0113,-82.3493,84.54,2010-03-13,21:30,2010-03-13,16:30,4,,,1/2 of sky,Orion,"good sky conditions, except by clouds","Volodia Explorers Camp, at darkest place. Arroyo Naranjo, Havana",Cuba
51055,GAN,36.1186,-97.0745,276.42,2010-03-12,20:35,2010-03-12,14:35,3,,,clear,Orion,"clear, somewhat cloudy, no moon","Residence/Apartment- 1309 w. 3rd Stillwater, OK KD apts",United States - Oklahoma
51050,GAN,22.91,113.877,35.82,2010-03-12,18:59,2010-03-13,02:59,2,,,1/2 of sky,Orion,,,China
51049,GAN,41.2833,123.25,30.16,2010-03-12,18:58,2010-03-13,02:58,3,,,clear,Orion,,,China
51048,GAN,30.5528,114.307,37.69,2010-03-12,18:57,2010-03-13,02:57,3,,,clear,Orion,,,China
51047,GAN,25.0283,102.794,1989.34,2010-03-12,18:56,2010-03-13,02:56,-9999,,,1/2 of sky,Orion,,,China
51046,GAN,40.0731,116.334,45.74,2010-03-12,18:55,2010-03-13,02:55,-9999,,,1/4 of sky,Orion,,,China
51045,GAN,39.9669,116.291,52.0,2010-03-12,18:54,2010-03-13,02:54,2,,,clear,Orion,,,China
51044,GAN,39.8567,116.389,46.0,2010-03-12,18:53,2010-03-13,02:53,2,,,clear,Orion,,,China
51043,GAN,37.3156,121.768,27.0,2010-03-12,18:52,2010-03-13,02:52,3,,,clear,Orion,,,China
51042,GAN,40.0,116.942,27.35,2010-03-12,18:51,2010-03-13,02:51,1,,,clear,Orion,,,China
51041,GAN,22.91,113.877,35.82,2010-03-12,18:50,2010-03-13,02:50,-9999,,,1/2 of sky,Orion,,,China
51040,GAN,41.2833,123.25,30.16,2010-03-12,18:49,2010-03-13,02:49,1,,,1/2 of sky,Orion,,,China
51039,GAN,34.3836,108.992,371.85,2010-03-12,18:48,2010-03-13,02:48,3,,,clear,Orion,,,China
51038,GAN,30.5528,114.307,37.69,2010-03-12,18:47,2010-03-13,02:47,-9999,,,1/2 of sky,Orion,,,China
51037,GAN,39.9561,116.288,55.09,2010-03-12,18:46,2010-03-13,02:46,3,,,clear,Orion,,,China
51036,GAN,25.0283,102.794,1989.34,2010-03-12,18:45,2010-03-13,02:45,-9999,,,1/2 of sky,Orion,,,China
51035,GAN,39.9042,116.407,51.28,2010-03-12,18:44,2010-03-13,02:44,4,,,clear,Orion,,,China
51034,GAN,39.9975,116.304,50.0,2010-03-12,18:43,2010-03-13,02:43,-9999,,,clear,Orion,,,China
51033,GAN,39.8728,116.431,43.0,2010-03-12,18:42,2010-03-13,02:42,-9999,,,1/2 of sky,Orion,,,China
51032,GAN,34.3836,108.992,371.85,2010-03-12,18:41,2010-03-13,02:41,-9999,,,clear,Orion,,,China
51031,GAN,39.9542,116.322,55.67,2010-03-12,18:40,2010-03-13,02:40,-9999,,,1/2 of sky,Orion,,,China
51030,GAN,25.0283,102.794,1989.34,2010-03-12,18:39,2010-03-13,02:39,-9999,,,1/2 of sky,Orion,,,China
51029,GAN,39.8728,116.431,43.0,2010-03-12,18:38,2010-03-13,02:38,-9999,,,1/2 of sky,Orion,,,China
51028,GAN,40.0036,116.316,46.7,2010-03-12,18:37,2010-03-13,02:37,-9999,,,1/2 of sky,Orion,,,China
51027,GAN,28.1222,120.963,10.37,2010-03-12,18:36,2010-03-13,02:36,-9999,,,clear,Orion,,,China
51026,GAN,39.7669,116.319,44.49,2010-03-12,18:35,2010-03-13,02:35,-9999,,,1/2 of sky,Orion,,,China
51025,GAN,41.2833,123.25,30.16,2010-03-12,18:34,2010-03-13,02:34,3,,,clear,Orion,,,China
51024,GAN,34.3836,108.992,371.85,2010-03-12,18:33,2010-03-13,02:33,-9999,,,clear,Orion,,,China
51023,GAN,39.8728,116.431,43.0,2010-03-12,18:32,2010-03-13,02:32,-9999,,,1/2 of sky,Orion,,,China
51022,GAN,39.8728,116.431,43.0,2010-03-12,18:31,2010-03-13,02:31,-9999,,,1/2 of sky,Orion,,,China
51021,GAN,32.0689,118.739,7.17,2010-03-12,18:30,2010-03-13,02:30,1,,,clear,Orion,,,China
51020,GAN,28.1222,120.963,10.37,2010-03-12,18:29,2010-03-13,02:29,3,,,clear,Orion,,,China
51019,GAN,39.93,116.294,60.61,2010-03-12,18:28,2010-03-13,02:28,3,,,clear,Orion,,,China
51018,GAN,39.9147,116.407,57.03,2010-03-12,18:27,2010-03-13,02:27,2,,,1/4 of sky,Orion,,,China
51017,GAN,40.1314,117.109,36.8,2010-03-12,18:26,2010-03-13,02:26,4,,,clear,Orion,,,China
51016,GAN,38.8297,105.676,1562.83,2010-03-12,18:25,2010-03-13,02:25,2,,,clear,Orion,,,China
51015,GAN,41.2833,123.25,30.16,2010-03-12,18:24,2010-03-13,02:24,1,,,1/2 of sky,Orion,,,China
51014,GAN,34.3836,108.992,371.85,2010-03-12,18:23,2010-03-13,02:23,-9999,,,clear,Orion,,,China
51013,GAN,39.9781,116.302,56.98,2010-03-12,18:22,2010-03-13,02:22,1,,,clear,Orion,,,China
51012,GAN,32.0,121.433,3.38,2010-03-12,18:21,2010-03-13,02:21,1,,,1/4 of sky,Orion,,,China
51011,GAN,32.0092,121.433,4.64,2010-03-12,18:20,2010-03-13,02:20,1,,,1/4 of sky,Orion,,,China
51010,GAN,39.8728,116.431,43.0,2010-03-12,18:19,2010-03-13,02:19,3,,,clear,Orion,,,China
51009,GAN,29.9292,119.727,15.84,2010-03-11,21:18,2010-03-12,05:18,4,,,clear,Orion,,,China
51008,GAN,30.5528,114.307,37.69,2010-03-11,21:13,2010-03-12,05:13,3,,,clear,Orion,,,China
51007,GAN,22.91,113.877,35.82,2010-03-11,20:50,2010-03-12,04:50,2,,,1/4 of sky,Orion,,,China
51006,GAN,22.91,113.877,35.82,2010-03-11,20:50,2010-03-12,04:50,2,,,1/4 of sky,Orion,,,China
51005,GAN,22.91,113.877,35.82,2010-03-11,20:50,2010-03-12,04:50,2,,,1/4 of sky,Orion,,,China
51004,GAN,39.7539,116.541,31.95,2010-03-11,20:27,2010-03-12,04:27,3,,,clear,Orion,,,China
51003,GAN,36.71,119.126,30.0,2010-03-11,20:25,2010-03-12,04:25,-9999,,,1/2 of sky,Orion,,,China
51002,GAN,41.2833,123.25,30.16,2010-03-11,20:18,2010-03-12,04:18,-9999,,,1/2 of sky,Orion,,,China
51001,GAN,28.1222,120.963,10.37,2010-03-11,20:10,2010-03-12,04:10,4,,,clear,Orion,,,China
51000,GAN,39.7539,116.541,31.95,2010-03-11,20:00,2010-03-12,04:00,3,,,clear,Orion,,,China
50999,GAN,34.3836,108.992,371.85,2010-03-11,20:00,2010-03-12,04:00,3,,,clear,Orion,,,China
50998,GAN,26.0,119.1,779.39,2010-03-11,20:00,2010-03-12,04:00,2,,,clear,Orion,,,China
50997,GAN,39.8728,116.431,43.0,2010-03-11,18:19,2010-03-12,02:19,-9999,,,1/2 of sky,Orion,,,China
50996,GAN,22.4046,-79.9548,127.91,2010-03-11,20:10,2010-03-11,15:10,3,,,clear,Orion,,"Santa Clara, close to Sandino Stadium (with ligths off)",Cuba
50995,GAN,39.7939,116.293,50.13,2010-03-10,21:19,2010-03-11,05:19,2,,,clear,Orion,,,China
50994,GAN,28.6883,116.012,27.28,2010-03-10,21:10,2010-03-11,05:10,3,,,clear,Orion,,,China
50993,GAN,22.91,113.877,35.82,2010-03-10,20:50,2010-03-11,04:50,3,,,clear,Orion,,,China
50992,GAN,22.91,113.877,35.82,2010-03-10,20:50,2010-03-11,04:50,3,,,clear,Orion,,,China
50991,GAN,22.91,113.877,35.82,2010-03-10,20:50,2010-03-11,04:50,2,,,1/2 of sky,Orion,,,China
50990,GAN,38.8775,121.518,27.78,2010-03-10,20:25,2010-03-11,04:25,3,,,clear,Orion,,,China
50989,GAN,36.71,119.126,30.0,2010-03-10,20:25,2010-03-11,04:25,3,,,clear,Orion,,,China
50988,GAN,40.6153,116.482,527.86,2010-03-10,20:20,2010-03-11,04:20,3,,,clear,Orion,,,China
50987,GAN,39.9644,116.391,53.77,2010-03-10,20:00,2010-03-11,04:00,3,,,clear,Orion,,,China
50986,GAN,39.9644,116.391,53.77,2010-03-10,20:00,2010-03-11,04:00,3,,,clear,Orion,,,China
50985,GAN,39.9644,116.391,53.77,2010-03-10,20:00,2010-03-11,04:00,3,,,clear,Orion,,,China
50984,GAN,39.9494,116.293,58.39,2010-03-10,20:00,2010-03-11,04:00,3,,,clear,Orion,,,China
50983,GAN,34.3836,108.992,371.85,2010-03-10,20:00,2010-03-11,04:00,3,,,clear,Orion,,,China
50982,GAN,28.1222,120.963,10.37,2010-03-10,20:00,2010-03-11,04:00,4,,,clear,Orion,,,China
50981,GAN,28.1222,120.963,10.37,2010-03-10,20:00,2010-03-11,04:00,4,,,clear,Orion,,,China
50980,GAN,30.5528,114.307,37.69,2010-03-10,19:44,2010-03-11,03:44,3,,,clear,Orion,,,China
50979,GAN,39.94,116.35,53.82,2010-03-10,19:00,2010-03-11,03:00,3,,,clear,Orion,,,China
50978,GAN,39.8728,116.431,43.0,2010-03-10,18:16,2010-03-11,02:16,2,,,clear,Orion,,,China
50977,GAN,39.8567,116.389,46.0,2010-03-10,17:40,2010-03-11,01:40,3,,,clear,Orion,,,China
50976,GAN,24.2,113.278,416.43,2010-03-10,23:00,2010-03-11,07:00,2,,,1/4 of sky,Orion,,,China
50975,GAN,40.5619,116.579,749.99,2010-03-09,21:40,2010-03-10,05:40,3,,,clear,Orion,,,China
50974,GAN,39.9042,116.407,51.28,2010-03-09,20:35,2010-03-10,04:35,4,,,clear,Orion,,,China
50973,GAN,39.8986,116.322,54.26,2010-03-09,20:34,2010-03-10,04:34,3,,,clear,Orion,,,China
50972,GAN,34.5908,119.173,5.13,2010-03-09,20:00,2010-03-10,04:00,3,,,clear,Orion,,,China
50971,GAN,34.3836,108.992,371.85,2010-03-09,20:00,2010-03-10,04:00,5,,,clear,Orion,,,China
50970,GAN,25.0283,102.794,1989.34,2010-03-09,20:00,2010-03-10,04:00,-9999,,,1/2 of sky,Orion,,,China
50969,GAN,24.3767,118.041,15.67,2010-03-09,20:00,2010-03-10,04:00,4,,,clear,Orion,,,China
50968,GAN,36.71,119.126,30.0,2010-03-09,19:10,2010-03-10,03:10,3,,,clear,Orion,,,China
50967,GAN,39.9814,116.33,58.07,2010-03-09,19:00,2010-03-10,03:00,3,,,clear,Orion,,,China
50966,GAN,34.9814,119.308,-7.1,2010-03-09,18:55,2010-03-10,02:55,1,,,1/2 of sky,Orion,,,China
50965,GAN,39.8728,116.431,43.0,2010-03-09,18:24,2010-03-10,02:24,3,,,clear,Orion,,,China
50964,GAN,31.59,120.36,8.95,2010-03-09,22:33,2010-03-10,06:33,2,,,clear,Orion,,,China
50963,GAN,31.8372,117.267,27.41,2010-03-09,22:12,2010-03-10,06:12,2,,,clear,Orion,,,China
50962,GAN,22.91,113.877,35.82,2010-03-08,20:50,2010-03-09,04:50,-9999,,,1/2 of sky,Orion,,,China
50961,GAN,41.2833,123.25,30.16,2010-03-08,20:28,2010-03-09,04:28,-9999,,,1/2 of sky,Orion,,,China
50960,GAN,39.9056,116.391,48.6,2010-03-08,20:00,2010-03-09,04:00,1,,,1/2 of sky,Orion,,,China
50959,GAN,39.0811,121.812,74.81,2010-03-08,20:00,2010-03-09,04:00,3,,,clear,Orion,,,China
50958,GAN,25.0283,102.794,1989.34,2010-03-08,19:30,2010-03-09,03:30,1,,,1/2 of sky,Orion,,,China
50957,GAN,34.9814,119.308,-7.1,2010-03-08,19:00,2010-03-09,03:00,1,,,1/2 of sky,Orion,,,China
50956,GAN,39.8728,116.431,43.0,2010-03-08,18:27,2010-03-09,02:27,1,,,1/4 of sky,Orion,,,China
50955,GAN,31.8372,117.27,31.3,2010-03-07,21:52,2010-03-08,05:52,1,,,1/2 of sky,Orion,,,China
50954,GAN,39.9586,116.292,51.03,2010-03-07,21:15,2010-03-08,05:15,3,,,clear,Orion,,,China
50953,GAN,22.91,113.877,35.82,2010-03-07,20:50,2010-03-08,04:50,-9999,,,1/2 of sky,Orion,,,China
50952,GAN,22.91,113.877,35.82,2010-03-07,20:50,2010-03-08,04:50,-9999,,,1/2 of sky,Orion,,,China
50951,GAN,25.0272,102.794,1990.41,2010-03-07,20:31,2010-03-08,04:31,-9999,,,1/2 of sky,Orion,,,China
50950,GAN,41.6667,123.25,31.71,2010-03-07,20:28,2010-03-08,04:28,2,,,1/4 of sky,Orion,,,China
50949,GAN,40.0114,116.345,49.41,2010-03-07,20:00,2010-03-08,04:00,-9999,,,1/2 of sky,Orion,,,China
50948,GAN,39.9058,116.404,52.49,2010-03-07,20:00,2010-03-08,04:00,2,,,1/4 of sky,Orion,,,China
50947,GAN,34.5908,119.173,5.13,2010-03-07,20:00,2010-03-08,04:00,3,,,clear,Orion,,,China
50946,GAN,34.3836,108.992,371.85,2010-03-07,20:00,2010-03-08,04:00,-9999,,,1/2 of sky,Orion,,,China
50945,GAN,39.8728,116.431,43.0,2010-03-07,18:20,2010-03-08,02:20,-9999,,,1/2 of sky,Orion,,,China
50944,GAN,34.5033,119.418,1.0,2010-03-07,23:00,2010-03-08,07:00,4,,,clear,Orion,,,China
50943,GAN,34.5908,119.173,5.13,2010-03-07,22:36,2010-03-08,06:36,3,,,clear,Orion,,,China
50942,GAN,22.585,113.936,23.49,2010-03-07,22:20,2010-03-08,06:20,-9999,,,1/2 of sky,Orion,,,China
50941,GAN,40.0,116.312,47.73,2010-03-06,20:00,2010-03-07,04:00,1,,,1/2 of sky,Orion,,,China
50940,GAN,34.3836,108.992,371.85,2010-03-06,20:00,2010-03-07,04:00,-9999,,,1/2 of sky,Orion,,,China
50939,GAN,31.29,120.632,4.22,2010-03-06,20:00,2010-03-07,04:00,1,,,clear,Orion,,,China
50938,GAN,40.08,116.322,46.19,2010-03-06,19:40,2010-03-07,03:40,-9999,,,1/2 of sky,Orion,,,China
50937,GAN,25.0283,102.794,1989.34,2010-03-06,19:31,2010-03-07,03:31,3,,,1/2 of sky,Orion,,,China
50936,GAN,35.0778,112.705,138.53,2010-03-05,20:30,2010-03-06,04:30,-9999,,,1/2 of sky,Orion,,,China
50935,GAN,28.89,120.035,91.43,2010-03-05,20:18,2010-03-06,04:18,3,,,clear,Orion,,,China
50934,GAN,41.2833,123.25,30.16,2010-03-05,20:15,2010-03-06,04:15,3,,,clear,Orion,,,China
50933,GAN,40.8211,117.699,730.95,2010-03-05,20:00,2010-03-06,04:00,4,,,clear,Orion,,,China
50932,GAN,34.3836,108.992,371.85,2010-03-05,20:00,2010-03-06,04:00,-9999,,,1/2 of sky,Orion,,,China
50931,GAN,26.7089,100.031,3198.04,2010-03-05,20:00,2010-03-06,04:00,5,,,1/4 of sky,Orion,,,China
50930,GAN,25.0283,102.794,1989.34,2010-03-05,20:00,2010-03-06,04:00,3,,,1/2 of sky,Orion,,,China
50929,GAN,39.8728,116.431,43.0,2010-03-05,18:28,2010-03-06,02:28,2,,,clear,Orion,,,China
50928,GAN,40.55,116.967,143.0,2010-03-05,22:40,2010-03-06,06:40,-9999,,,clear,Orion,,,China
50927,GAN,21.6906,110.897,13.38,2010-03-05,22:00,2010-03-06,06:00,3,,,clear,Orion,,,China
50926,GAN,22.91,113.877,35.82,2010-03-04,20:50,2010-03-05,04:50,3,,,1/4 of sky,Orion,,,China
50925,GAN,41.2833,123.25,30.16,2010-03-04,20:00,2010-03-05,04:00,2,,,1/2 of sky,Orion,,,China
50924,GAN,39.9953,116.286,50.0,2010-03-04,20:00,2010-03-05,04:00,1,,,1/2 of sky,Orion,,,China
50923,GAN,34.3836,108.992,371.85,2010-03-04,20:00,2010-03-05,04:00,-9999,,,1/2 of sky,Orion,,,China
50922,GAN,23.0942,113.194,-2.32,2010-03-04,20:00,2010-03-05,04:00,-9999,,,1/2 of sky,Orion,,,China
50921,GAN,21.6906,110.897,13.38,2010-03-04,20:00,2010-03-05,04:00,4,,,clear,Orion,,,China
50920,GAN,25.0283,102.794,1989.34,2010-03-04,19:31,2010-03-05,03:31,-9999,,,1/2 of sky,Orion,,,China
50919,GAN,34.5908,119.173,5.13,2010-03-04,19:20,2010-03-05,03:20,1,,,clear,Orion,,,China
50918,GAN,34.9817,119.306,-7.04,2010-03-04,18:50,2010-03-05,02:50,1,,,1/4 of sky,Orion,,,China
50917,GAN,39.8728,116.431,43.0,2010-03-04,18:20,2010-03-05,02:20,-9999,,,1/2 of sky,Orion,,,China
50916,GAN,25.0333,102.783,1922.66,2010-03-03,21:40,2010-03-04,05:40,2,,,clear,Orion,,,China
50915,GAN,22.91,113.877,35.82,2010-03-03,20:50,2010-03-04,04:50,3,,,clear,Orion,,,China
50914,GAN,22.91,113.877,35.82,2010-03-03,20:50,2010-03-04,04:50,2,,,1/4 of sky,Orion,,,China
50913,GAN,22.91,113.877,35.82,2010-03-03,20:50,2010-03-04,04:50,2,,,1/2 of sky,Orion,,,China
50912,GAN,39.9056,116.391,48.6,2010-03-03,20:30,2010-03-04,04:30,-9999,,,1/2 of sky,Orion,,,China
50911,GAN,21.6681,110.888,13.19,2010-03-03,20:30,2010-03-04,04:30,4,,,1/2 of sky,Orion,,,China
50910,GAN,22.585,113.936,23.49,2010-03-03,20:20,2010-03-04,04:20,1,,,1/2 of sky,Orion,,,China
50909,GAN,39.9306,116.417,51.46,2010-03-03,20:00,2010-03-04,04:00,3,,,clear,Orion,,,China
