ID,ObsType,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
3943,GAN,29.907,-89.962,0.0,2006-03-26,19:25,2006-03-26,13:25,3,,,clear,Orion,,,United States - Louisiana
3942,GAN,30.005,-90.104,0.0,2006-03-27,20:00,2006-03-27,14:00,4,,,1/4 of sky,Orion,,,United States - Louisiana
3941,GAN,30.009,-90.104,0.0,2006-03-27,20:00,2006-03-27,14:00,4,,,1/4 of sky,Orion,,sheilded street light 20 ft. away,United States - Louisiana
3940,GAN,29.907,-89.962,0.0,2006-03-23,21:20,2006-03-23,15:20,3,,,1/4 of sky,Orion,a few clouds in the north,street lights in plain view,United States - Louisiana
3939,GAN,34.723,-82.79,280.35,2006-03-28,21:00,2006-03-28,16:00,2,,,1/4 of sky,Orion,,,United States - South Carolina
3938,GAN,34.715,-82.782,248.0,2006-03-27,23:00,2006-03-27,18:00,2,,,1/4 of sky,Orion,,,United States - South Carolina
3937,GAN,34.7167,-81.2333,157.48,2006-03-29,20:00,2006-03-29,15:00,3,,,1/4 of sky,Orion,sparse and random cloud coverage,no streetlights at all or any buildings,United States - South Carolina
3936,GAN,34.685,-82.796,246.96,2006-03-27,21:40,2006-03-27,16:40,3,,,clear,Orion,A small amount of clouds but pretty much all clear.,Neighborhood with street lights.,United States - South Carolina
3935,GAN,42.508,-90.706,271.77,2006-03-25,20:50,2006-03-25,14:50,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3934,GAN,42.484,-92.473,289.53,2006-03-22,20:55,2006-03-22,14:55,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3933,GAN,42.516,-92.451,276.4,2006-03-22,21:00,2006-03-22,15:00,2,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3932,GAN,42.429,-92.301,281.0,2006-03-22,20:55,2006-03-22,14:55,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3931,GAN,51.5333,7.23333,72.81,2006-03-31,12:00,2006-03-31,14:00,3,,,clear,Orion,normal sky above ruhrarea,,Germany
3930,GAN,55.2083,-1.56667,17.46,2006-03-29,23:30,2006-03-30,00:30,5,,,clear,Orion,"Small amount of haze, crescent moon had set  Faintest stars visible were the stars in Coma Berenices, at 5.3 mag.","I live on the NE coast of England, there are several stret lights withi 100yards of my home, but my fence shields me from most of the street lighting",United Kingdom
3929,GAN,45.4884,15.253,260.47,2006-03-31,19:10,2006-03-31,21:10,6,,,1/4 of sky,Orion,,There is one street light within 50 m.,Slovenia
3928,GAN,45.4884,15.253,260.47,2006-03-30,20:15,2006-03-30,22:15,5,,,1/4 of sky,Orion,,There is one street light within 50 m.,Slovenia
3927,GAN,8.645,99.8753,17.01,2006-03-30,19:50,2006-03-31,02:50,6,,,clear,Orion,,Walailak University. There is no light.,Thailand
3926,GAN,45.4884,15.253,260.47,2006-03-29,19:50,2006-03-29,21:50,6,,,clear,Orion,It is very pail.,There is one street light within 50 m.,Slovenia
3925,GAN,45.4884,15.253,260.47,2006-03-28,20:15,2006-03-28,22:15,6,,,clear,Orion,It is very pail.,There is one street light within 50 m.,Slovenia
3924,GAN,45.4884,15.253,260.47,2006-03-27,20:15,2006-03-27,22:15,6,,,clear,Orion,,There is one street light within 50 m.,Slovenia
3923,GAN,45.4884,15.253,260.47,2006-03-26,20:05,2006-03-26,22:05,5,,,clear,Orion,,There is one street light within 50 m.,Slovenia
3922,GAN,45.4884,15.253,260.47,2006-03-25,19:25,2006-03-25,20:25,4,,,1/4 of sky,Orion,,There is one street light with 50 m.,Slovenia
3921,GAN,45.4884,15.253,260.47,2006-03-24,21:00,2006-03-24,22:00,3,,,1/4 of sky,Orion,,,Slovenia
3920,GAN,45.4884,15.253,260.47,2006-03-23,21:00,2006-03-23,22:00,3,,,1/4 of sky,Orion,,,Slovenia
3919,GAN,13.0,77.5,908.15,2006-03-31,21:40,2006-04-01,03:10,3,,,clear,Orion,,,India
3918,GAN,32.256,-110.831,763.4,2006-03-28,21:30,2006-03-28,14:30,1,,,clear,Orion,a little haze. hard to see the stars.  I couldnt even see orions belt becuase of the light pollution everywhere. it wasnt very visible at all.,there is a park with bright soccor lights about 60 meters away.,United States - Arizona
3917,GAN,14.0,15.0,328.7,2006-03-27,19:00,2006-03-27,20:00,3,,,1/4 of sky,Orion,its a bit cloudy  the clouds are moving away,there is a light post about 5 meters from here,Chad
3916,GAN,48.7,-117.917,1047.28,2006-03-25,20:35,2006-03-25,12:35,3,,,clear,Orion,,Disney World.,United States - Washington
3915,GAN,36.3,-82.36,550.66,2006-03-22,20:15,2006-03-22,15:15,3,,,clear,Orion,,Parking Lot with lights.,United States - Tennessee
3914,GAN,42.517,-92.356,261.49,2006-03-27,20:05,2006-03-27,14:05,2,,,over 1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3913,GAN,42.509,-92.344,258.1,2006-03-25,19:45,2006-03-25,13:45,2,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3912,GAN,42.737,-92.45,302.02,2006-03-23,20:50,2006-03-23,14:50,7,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3911,GAN,42.508,-92.411,291.59,2006-03-23,20:15,2006-03-23,14:15,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3910,GAN,42.409,-92.266,253.57,2006-03-22,20:55,2006-03-22,14:55,5,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3909,GAN,37.2,-76.575,17.77,2006-03-26,20:25,2006-03-26,15:25,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Virginia
3908,GAN,42.519,-92.434,271.25,2006-03-24,20:00,2006-03-24,14:00,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3907,GAN,42.523,-92.45,276.05,2006-03-25,21:00,2006-03-25,15:00,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3906,GAN,42.67,-92.33,301.05,2006-03-26,21:00,2006-03-26,15:00,4,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3905,GAN,42.617,-92.456,268.21,2006-03-26,20:55,2006-03-26,14:55,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3904,GAN,43.374,-92.119,396.64,2006-03-25,20:55,2006-03-25,14:55,4,,,1/4 of sky,Orion,2 lights within 50 yeards,,United States - Iowa
3903,GAN,43.48,-92.278,384.13,2006-03-25,20:55,2006-03-25,14:55,5,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3902,GAN,43.48,-92.366,391.28,2006-03-25,20:30,2006-03-25,14:30,5,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3901,GAN,43.32,-92.299,393.9,2006-03-25,20:20,2006-03-25,14:20,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3900,GAN,42.462,-91.969,295.17,2006-03-25,20:55,2006-03-25,14:55,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3899,GAN,42.462,-91.969,295.17,2006-03-25,20:55,2006-03-25,14:55,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3898,GAN,42.469,-91.849,292.25,2006-03-26,20:35,2006-03-26,14:35,5,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3897,GAN,42.449,-91.895,284.52,2006-03-25,20:10,2006-03-25,14:10,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3896,GAN,42.455,-92.92,318.33,2006-03-25,19:30,2006-03-25,13:30,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3895,GAN,42.465,-92.341,273.93,2006-03-22,20:55,2006-03-22,14:55,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3894,GAN,42.326,-92.338,286.24,2006-03-22,20:40,2006-03-22,14:40,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3893,GAN,42.413,-92.142,287.18,2006-03-28,20:15,2006-03-28,14:15,2,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3892,GAN,42.681,-91.913,319.26,2006-03-28,20:00,2006-03-28,14:00,5,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3891,GAN,42.496,-92.16,298.41,2006-03-28,20:50,2006-03-28,14:50,2,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3890,GAN,37.2,-76.575,17.77,2006-03-26,20:25,2006-03-26,15:25,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Virginia
3889,GAN,37.118,-76.586,1.28,2006-03-26,21:00,2006-03-26,16:00,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Virginia
3888,GAN,42.506,-92.407,284.77,2006-03-25,20:20,2006-03-25,14:20,5,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3887,GAN,42.456,-92.359,277.11,2006-03-25,19:55,2006-03-25,13:55,2,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",parking lot surrounded by lights,United States - Iowa
3886,GAN,42.728,-92.476,278.36,2006-03-25,19:50,2006-03-25,13:50,2,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3885,GAN,42.399,-92.298,279.59,2006-03-22,20:45,2006-03-22,14:45,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3884,GAN,42.523,-92.367,259.67,2006-03-22,20:30,2006-03-22,14:30,2,,,clear,Orion,,,United States - Iowa
3883,GAN,37.104,-76.446,10.23,2006-03-26,20:30,2006-03-26,15:30,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Virginia
3882,GAN,41.35,-93.593,287.9,2006-03-28,20:30,2006-03-28,14:30,6,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3881,GAN,42.459,-92.349,278.73,2006-03-22,20:00,2006-03-22,14:00,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3880,GAN,42.788,-92.164,320.55,2006-03-28,21:00,2006-03-28,15:00,1,,,over 1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3879,GAN,45.056,-93.147,285.83,2006-03-25,19:55,2006-03-25,13:55,2,,,1/4 of sky,Orion,,,United States - Minnesota
3878,GAN,45.028,-93.035,267.93,2006-03-25,19:40,2006-03-25,13:40,2,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Minnesota
3877,GAN,45.28,-122.696,43.98,2006-03-26,20:30,2006-03-26,12:30,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Oregon
3876,GAN,44.098,-93.227,362.49,2006-03-26,19:25,2006-03-26,13:25,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",large grocery stoer and car dealership at bottom of hill from observation point,United States - Minnesota
3875,GAN,44.07,-93.204,370.34,2006-03-26,19:00,2006-03-26,13:00,4,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Minnesota
3874,GAN,41.816,-90.543,210.07,2006-03-25,20:05,2006-03-25,14:05,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3873,GAN,39.6189,-79.1833,761.22,2006-03-30,20:30,2006-03-30,15:30,5,,,clear,Orion,"slight haze at horizon all around blocking out low altitude stars, though lower parts of CMa and upper part of Puppis were visible  could occasionally see some of the 6th mag. stars in Orion, and other 6th mag. stars more directly overhead, but consistently could only see 5th mag.","small light dome from industrial stockpile yard to SW at a distance of approximalely 3 quarter to 1 air mile, due south undeveloped state forest land for many miles",United States - Maryland
3872,GAN,42.503,-92.474,275.06,2006-03-31,21:00,2006-03-31,15:00,4,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3871,GAN,42.503,-92.474,275.06,2006-03-31,21:00,2006-03-31,15:00,4,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3870,GAN,42.711,-91.913,318.07,2006-03-26,20:00,2006-03-26,14:00,7,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3869,GAN,42.964,-91.812,356.61,2006-03-26,19:30,2006-03-26,13:30,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3868,GAN,42.52,-92.641,312.76,2006-03-28,21:00,2006-03-28,15:00,5,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3867,GAN,30.218,-95.119,34.61,2006-03-28,19:00,2006-03-28,13:00,1,,,over 1/2 of sky,Orion,,,United States - Texas
3866,GAN,42.52,-92.393,259.04,2006-03-28,21:00,2006-03-28,15:00,2,,,1/2 of sky,Orion,"little hazy  GLOBE1 Black Hawk Co, IA",,United States - Iowa
3865,GAN,42.46,-92.349,276.39,2006-03-22,20:45,2006-03-22,14:45,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3864,GAN,42.831,-92.082,332.24,2006-03-24,19:50,2006-03-24,13:50,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3863,GAN,42.831,-92.082,332.24,2006-03-28,20:00,2006-03-28,14:00,1,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3862,GAN,42.428,-92.331,280.46,2006-03-27,20:45,2006-03-27,14:45,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3861,GAN,42.411,-91.389,276.56,2006-03-25,20:30,2006-03-25,14:30,6,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3860,GAN,42.805,-91.541,241.98,2006-03-24,21:00,2006-03-24,15:00,6,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3859,GAN,42.856,-91.402,234.85,2006-03-24,20:05,2006-03-24,14:05,6,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3858,GAN,39.873,-74.202,9.53,2006-03-31,21:15,2006-03-31,16:15,4,,,1/4 of sky,Orion,,There is one street light within 50 m that is shielded from my view,United States - New Jersey
3857,GAN,42.965,-91.804,351.21,2006-03-26,19:00,2006-03-26,13:00,5,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3856,GAN,42.518,-92.456,272.35,2006-03-22,20:55,2006-03-22,14:55,3,,,clear,Orion,"street light shielded by tree  GLOBE1 Black Hawk Co, IA",,United States - Iowa
3855,GAN,39.4608,-75.1594,25.07,2006-03-31,20:00,2006-03-31,15:00,6,,,clear,Orion,,outside light 150ft from observation point,United States - New Jersey
3854,GAN,41.518,-90.726,235.0,2006-03-25,20:35,2006-03-25,14:35,5,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",Trees all around-- no street lights,United States - Iowa
3853,GAN,42.485,-92.441,293.27,2006-03-22,21:00,2006-03-22,15:00,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3852,GAN,42.538,-92.464,289.48,2006-03-26,20:50,2006-03-26,14:50,2,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",well lit parking lot,United States - Iowa
3851,GAN,42.513,-92.44,267.87,2006-03-26,21:00,2006-03-26,15:00,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",few lights near the parking lot,United States - Iowa
3850,GAN,33.375,-117.647,-62.68,2006-03-23,21:00,2006-03-23,13:00,4,,,1/4 of sky,Orion,,no lights on,United States - California
3849,GAN,42.519,-92.456,268.71,2006-03-22,21:00,2006-03-22,15:00,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",parking lot lights guarded by a deck awning,United States - Iowa
3848,GAN,32.411,-111.011,823.68,2006-03-22,20:30,2006-03-22,13:30,4,,,clear,Orion,,,United States - Arizona
3847,GAN,42.68,-91.909,321.9,2006-03-26,21:00,2006-03-26,15:00,3,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3846,GAN,39.4608,-75.1594,25.07,2006-03-30,20:00,2006-03-30,15:00,5,,,1/4 of sky,Orion,,outside light 150ft from observation point,United States - New Jersey
3845,GAN,18.7903,50.0133,352.66,2006-03-31,21:00,2006-04-01,00:00,4,,,1/2 of sky,Orion,,This is village.,Saudi Arabia
3844,GAN,39.4608,-75.1594,25.07,2006-03-28,20:00,2006-03-28,15:00,1,,,1/2 of sky,Orion,,outside light 150ft from observation point,United States - New Jersey
3843,GAN,42.488,-92.387,259.38,2006-03-22,19:45,2006-03-22,13:45,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3842,GAN,42.448,-92.292,256.33,2006-03-26,20:40,2006-03-26,14:40,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3841,GAN,42.497,-92.33,257.37,2006-03-26,19:30,2006-03-26,13:30,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3840,GAN,42.498,-92.396,272.26,2006-03-26,20:30,2006-03-26,14:30,5,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3839,GAN,42.487,-92.349,263.12,2006-03-25,19:35,2006-03-25,13:35,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3838,GAN,42.485,-92.351,265.74,2006-03-24,19:50,2006-03-24,13:50,3,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3837,GAN,42.468,-92.341,273.93,2006-03-25,19:50,2006-03-25,13:50,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3836,GAN,42.479,-92.34,267.33,2006-03-25,19:50,2006-03-25,13:50,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3835,GAN,42.433,-92.371,284.44,2006-03-25,19:25,2006-03-25,13:25,4,,,clear,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3834,GAN,41.797,-87.598,179.82,2006-03-25,20:00,2006-03-25,14:00,1,,,1/2 of sky,Orion,CLOUDS AND FOG COVER MOST OF TEH SKY.,THERE ARE SEVERAL STREETLIGHTS THAT MAKES IT DIFFICULT TOGET ACOMPLETELY ARK VIEW OF TEH SKY.,United States - Illinois
3833,GAN,41.661,-87.553,178.94,2006-03-22,19:15,2006-03-22,13:15,4,,,clear,Orion,,,United States - Illinois
3832,GAN,41.98,-87.7,182.46,2006-03-26,19:15,2006-03-26,13:15,4,,,clear,Orion,I am able to see Orion's Belt along ith the other main stars forming his body very clearly. The smaller stars are difficult to see.,"Very Clear,I could see few if no clouds",United States - Illinois
3831,GAN,42.428,-92.254,252.97,2006-03-28,20:25,2006-03-28,14:25,4,,,1/2 of sky,Orion,"GLOBE1 Black Hawk Co, IA",,United States - Iowa
3830,GAN,42.473,-92.363,287.49,2006-03-26,20:45,2006-03-26,14:45,2,,,1/4 of sky,Orion,"GLOBE1 Black Hawk Co, IA",Across from parking lot with lights,United States - Iowa
3829,GAN,41.922,-87.64,183.06,2006-03-26,20:15,2006-03-26,14:15,3,,,clear,Orion,,,United States - Illinois
3828,GAN,41.98,-87.7,182.46,2006-03-28,19:35,2006-03-28,13:35,4,,,1/2 of sky,Orion,,,United States - Illinois
